   4    1    0    0    0    0.139561
   4    1    1    0    0    0.139561
   4    2    0    0    0    0.139561
   4    2    0    1    0    0.139561
   4    1    0    0    1    0.139561
   4    1    1    0    1    0.139561
   4    2    0    0    1    0.139561
   4    2    0    1    1    0.139561
   4    3    0    0    0    0.783378
   4    3    0    1    0    0.783378
   4    3    1    0    0    0.783378
   4    3    1    1    0    0.783378
   4    4    0    0   -1    0.111899
   4    4    0    0    1    0.111899
   4    4   -1    0    0    0.726862
   4    4    0   -1    0    0.726862
   4    4    0    1    0    0.726862
   4    4    1    0    0    0.726862
   4    3    0    0   -1    0.256822
   4    3    0    0    1    0.256822
   4    3    0    1   -1    0.256822
   4    3    0    1    1    0.256822
   4    3    1    0   -1    0.256822
   4    3    1    0    1    0.256822
   4    3    1    1   -1    0.256822
   4    3    1    1    1    0.256822
   4    1    0   -1    0    0.015748
   4    1    0    1    0    0.015748
   4    1    1   -1    0    0.015748
   4    1    1    1    0    0.015748
   4    2   -1    0    0    0.015748
   4    2   -1    0    1    0.015748
   4    2   -1    1    0    0.015748
   4    2   -1    1    1    0.015748
   4    2    1    0    0    0.015748
   4    2    1    0    1    0.015748
   4    2    1    1    0    0.015748
   4    2    1    1    1    0.015748
   4    1    0   -1    1    0.015748
   4    1    0    1    1    0.015748
   4    1    1   -1    1    0.015748
   4    1    1    1    1    0.015748
   4    4   -1    0   -1   -0.407533
   4    4   -1    0    1   -0.407533
   4    4    0   -1   -1   -0.407533
   4    4    0   -1    1   -0.407533
   4    4    0    1   -1   -0.407533
   4    4    0    1    1   -0.407533
   4    4    1    0   -1   -0.407533
   4    4    1    0    1   -0.407533
   4    4   -1   -1    0   -0.085257
   4    4   -1    1    0   -0.085257
   4    4    1   -1    0   -0.085257
   4    4    1    1    0   -0.085257
   4    1    0    0   -1    0.002255
   4    1    1    0   -1    0.002255
   4    2    0    0   -1    0.002255
   4    2    0    1   -1    0.002255
   4    1    0    0    2    0.002255
   4    1    1    0    2    0.002255
   4    2    0    0    2    0.002255
   4    2    0    1    2    0.002255
   4    1   -1    0    0    0.003361
   4    1    2    0    0    0.003361
   4    2    0   -1    0    0.003361
   4    2    0    2    0    0.003361
   4    1   -1    0    1    0.003361
   4    1    2    0    1    0.003361
   4    2    0   -1    1    0.003361
   4    2    0    2    1    0.003361
   4    3   -1    0    0   -0.013599
   4    3   -1    1    0   -0.013599
   4    3    0   -1    0   -0.013599
   4    3    0    2    0   -0.013599
   4    3    1   -1    0   -0.013599
   4    3    1    2    0   -0.013599
   4    3    2    0    0   -0.013599
   4    3    2    1    0   -0.013599
   4    4   -1   -1   -1    0.029423
   4    4   -1   -1    1    0.029423
   4    4   -1    1   -1    0.029423
   4    4   -1    1    1    0.029423
   4    4    1   -1   -1    0.029423
   4    4    1   -1    1    0.029423
   4    4    1    1   -1    0.029423
   4    4    1    1    1    0.029423
   4    1    0   -1   -1   -0.000958
   4    1    0    1   -1   -0.000958
   4    1    1   -1   -1   -0.000958
   4    1    1    1   -1   -0.000958
   4    2   -1    0   -1   -0.000958
   4    2   -1    0    2   -0.000958
   4    2   -1    1   -1   -0.000958
   4    2   -1    1    2   -0.000958
   4    2    1    0   -1   -0.000958
   4    2    1    0    2   -0.000958
   4    2    1    1   -1   -0.000958
   4    2    1    1    2   -0.000958
   4    1    0   -1    2   -0.000958
   4    1    0    1    2   -0.000958
   4    1    1   -1    2   -0.000958
   4    1    1    1    2   -0.000958
   4    3   -1    0   -1   -0.010074
   4    3   -1    0    1   -0.010074
   4    3   -1    1   -1   -0.010074
   4    3   -1    1    1   -0.010074
   4    3    2    0   -1   -0.010074
   4    3    2    0    1   -0.010074
   4    3    2    1   -1   -0.010074
   4    3    2    1    1   -0.010074
   4    3    0   -1   -1   -0.010074
   4    3    0   -1    1   -0.010074
   4    3    0    2   -1   -0.010074
   4    3    0    2    1   -0.010074
   4    3    1   -1   -1   -0.010074
   4    3    1   -1    1   -0.010074
   4    3    1    2   -1   -0.010074
   4    3    1    2    1   -0.010074
   4    1   -1   -1    0   -0.002143
   4    1   -1    1    0   -0.002143
   4    1    2   -1    0   -0.002143
   4    1    2    1    0   -0.002143
   4    2   -1   -1    0   -0.002143
   4    2   -1    2    0   -0.002143
   4    2    1   -1    0   -0.002143
   4    2    1    2    0   -0.002143
   4    1   -1   -1    1   -0.002143
   4    1   -1    1    1   -0.002143
   4    1    2   -1    1   -0.002143
   4    1    2    1    1   -0.002143
   4    2   -1   -1    1   -0.002143
   4    2   -1    2    1   -0.002143
   4    2    1   -1    1   -0.002143
   4    2    1    2    1   -0.002143
   4    4    0    0   -2    0.047798
   4    4    0    0    2    0.047798
   4    4    0    2    0    0.078643
   4    4    2    0    0    0.078643
   4    4   -2    0    0    0.078643
   4    4    0   -2    0    0.078643
   4    3    0    0   -2    0.054420
   4    3    0    0    2    0.054420
   4    3    0    1   -2    0.054420
   4    3    0    1    2    0.054420
   4    3    1    0   -2    0.054420
   4    3    1    0    2    0.054420
   4    3    1    1   -2    0.054420
   4    3    1    1    2    0.054420
   4    1   -1    0   -1   -0.001729
   4    1    2    0   -1   -0.001729
   4    2    0   -1   -1   -0.001729
   4    2    0    2   -1   -0.001729
   4    1   -1    0    2   -0.001729
   4    1    2    0    2   -0.001729
   4    2    0   -1    2   -0.001729
   4    2    0    2    2   -0.001729
   4    2    2    0    0    0.000134
   4    2    2    1    0    0.000134
   4    1    0    2    0    0.000134
   4    1    0    2    1    0.000134
   4    1    1    2    0    0.000134
   4    1    1    2    1    0.000134
   4    2   -2    0    0    0.000134
   4    2   -2    1    0    0.000134
   4    2    2    0    1    0.000134
   4    2    2    1    1    0.000134
   4    1    0   -2    0    0.000134
   4    1    0   -2    1    0.000134
   4    1    1   -2    0    0.000134
   4    1    1   -2    1    0.000134
   4    2   -2    0    1    0.000134
   4    2   -2    1    1    0.000134
   4    3   -1   -1    0    0.194967
   4    3   -1    2    0    0.194967
   4    3    2   -1    0    0.194967
   4    3    2    2    0    0.194967
   4    4   -1    0   -2   -0.027288
   4    4   -1    0    2   -0.027288
   4    4    0   -1   -2   -0.027288
   4    4    0   -1    2   -0.027288
   4    4    0    1   -2   -0.027288
   4    4    0    1    2   -0.027288
   4    4    1    0   -2   -0.027288
   4    4    1    0    2   -0.027288
   4    4   -2    0   -1   -0.016161
   4    4   -2    0    1   -0.016161
   4    4    0   -2   -1   -0.016161
   4    4    0   -2    1   -0.016161
   4    4    0    2   -1   -0.016161
   4    4    0    2    1   -0.016161
   4    4    2    0   -1   -0.016161
   4    4    2    0    1   -0.016161
   4    4   -2   -1    0   -0.054810
   4    4   -2    1    0   -0.054810
   4    4   -1    2    0   -0.054810
   4    4    1    2    0   -0.054810
   4    4    2   -1    0   -0.054810
   4    4    2    1    0   -0.054810
   4    4   -1   -2    0   -0.054810
   4    4    1   -2    0   -0.054810
   4    1   -1   -1   -1    0.000355
   4    1   -1   -1    2    0.000355
   4    1   -1    1   -1    0.000355
   4    1   -1    1    2    0.000355
   4    1    2   -1   -1    0.000355
   4    1    2   -1    2    0.000355
   4    1    2    1   -1    0.000355
   4    1    2    1    2    0.000355
   4    2   -1   -1   -1    0.000355
   4    2   -1   -1    2    0.000355
   4    2   -1    2   -1    0.000355
   4    2   -1    2    2    0.000355
   4    2    1   -1   -1    0.000355
   4    2    1   -1    2    0.000355
   4    2    1    2   -1    0.000355
   4    2    1    2    2    0.000355
   4    3   -1   -1   -1   -0.010500
   4    3   -1   -1    1   -0.010500
   4    3   -1    2   -1   -0.010500
   4    3   -1    2    1   -0.010500
   4    3    2   -1   -1   -0.010500
   4    3    2   -1    1   -0.010500
   4    3    2    2   -1   -0.010500
   4    3    2    2    1   -0.010500
   4    4   -1   -1   -2    0.002128
   4    4   -1   -1    2    0.002128
   4    4   -1    1   -2    0.002128
   4    4   -1    1    2    0.002128
   4    4    1   -1   -2    0.002128
   4    4    1   -1    2    0.002128
   4    4    1    1   -2    0.002128
   4    4    1    1    2    0.002128
   4    4   -2   -1   -1    0.025075
   4    4   -2   -1    1    0.025075
   4    4   -2    1   -1    0.025075
   4    4   -2    1    1    0.025075
   4    4   -1   -2   -1    0.025075
   4    4   -1   -2    1    0.025075
   4    4   -1    2   -1    0.025075
   4    4   -1    2    1    0.025075
   4    4    1   -2   -1    0.025075
   4    4    1   -2    1    0.025075
   4    4    1    2   -1    0.025075
   4    4    1    2    1    0.025075
