   3    1    0   -1    0    0.001022 -0.000000 -0.000000
   3    1    0    0    0   -0.001022  0.000000 -0.000000
   3    2   -1    0    0    0.000000  0.001022  0.000000
   3    2    0    0    0   -0.000000 -0.001022  0.000000
   3    1    0   -1    1   -0.001022 -0.000000  0.000000
   3    1    0    0    1    0.001022  0.000000  0.000000
   3    2   -1    0    1    0.000000 -0.001022 -0.000000
   3    2    0    0    1   -0.000000  0.001022 -0.000000
   3    4   -1   -1    0   -0.000000 -0.000000 -0.005652
   3    4   -1    0    0    0.000000  0.000000  0.005652
   3    4    0   -1    0    0.000000  0.000000  0.005652
   3    4    0    0    0   -0.000000 -0.000000 -0.005652
   3    3    0    0   -1    0.000000  0.000000 -0.000000
   3    3    0    0    1    0.000000  0.000000 -0.000000
   3    3   -1    0    0    0.000000 -0.000000 -0.000000
   3    3    0   -1    0   -0.000000  0.000000 -0.000000
   3    3    0    1    0   -0.000000  0.000000 -0.000000
   3    3    1    0    0    0.000000 -0.000000 -0.000000
   3    4   -1   -1   -1    0.000103  0.000103  0.000759
   3    4   -1   -1    1   -0.000103 -0.000103  0.000759
   3    4   -1    0   -1   -0.000103  0.000103 -0.000759
   3    4   -1    0    1    0.000103 -0.000103 -0.000759
   3    4    0   -1   -1    0.000103 -0.000103 -0.000759
   3    4    0   -1    1   -0.000103  0.000103 -0.000759
   3    4    0    0   -1   -0.000103 -0.000103  0.000759
   3    4    0    0    1    0.000103  0.000103  0.000759
   3    1   -1   -1    0    0.001849 -0.010384  0.001350
   3    1   -1   -1    1   -0.001849  0.010384  0.001350
   3    1   -1    0    0   -0.001849 -0.010384 -0.001350
   3    1   -1    0    1    0.001849  0.010384 -0.001350
   3    1    1   -1    0    0.001849  0.010384 -0.001350
   3    1    1   -1    1   -0.001849 -0.010384 -0.001350
   3    1    1    0    0   -0.001849  0.010384  0.001350
   3    1    1    0    1    0.001849 -0.010384  0.001350
   3    2   -1   -1    0   -0.010384  0.001849  0.001350
   3    2   -1    1    0    0.010384  0.001849 -0.001350
   3    2    0   -1    0   -0.010384 -0.001849 -0.001350
   3    2    0    1    0    0.010384 -0.001849  0.001350
   3    2   -1   -1    1    0.010384 -0.001849  0.001350
   3    2   -1    1    1   -0.010384 -0.001849 -0.001350
   3    2    0   -1    1    0.010384  0.001849 -0.001350
   3    2    0    1    1   -0.010384  0.001849  0.001350
   3    3   -1    0   -1    0.000000  0.002673  0.000000
   3    3   -1    0    1   -0.000000 -0.002673  0.000000
   3    3    0   -1   -1    0.002673  0.000000  0.000000
   3    3    0   -1    1   -0.002673 -0.000000  0.000000
   3    3    0    1   -1   -0.002673 -0.000000  0.000000
   3    3    0    1    1    0.002673  0.000000  0.000000
   3    3    1    0   -1   -0.000000 -0.002673  0.000000
   3    3    1    0    1    0.000000  0.002673  0.000000
   3    3   -1   -1    0    0.000000  0.000000  0.007399
   3    3   -1    1    0    0.000000  0.000000 -0.007399
   3    3    1   -1    0    0.000000  0.000000 -0.007399
   3    3    1    1    0    0.000000  0.000000  0.007399
   3    1    0   -1   -1   -0.003564  0.000000  0.000000
   3    1    0    0   -1    0.003564  0.000000  0.000000
   3    2   -1    0   -1   -0.000000 -0.003564 -0.000000
   3    2    0    0   -1   -0.000000  0.003564 -0.000000
   3    1    0   -1    2    0.003564 -0.000000 -0.000000
   3    1    0    0    2   -0.003564 -0.000000 -0.000000
   3    2   -1    0    2    0.000000  0.003564  0.000000
   3    2    0    0    2    0.000000 -0.003564  0.000000
   3    1    0   -2    0   -0.005138 -0.000000 -0.000000
   3    1    0    1    0    0.005138  0.000000  0.000000
   3    2   -2    0    0    0.000000 -0.005138  0.000000
