   4    1    0    0    0   -0.000000 -0.045040 -0.000000
   4    1    1    0    0    0.000000  0.045040 -0.000000
   4    2    0    0    0    0.024363  0.000000  0.000000
   4    2    0    1    0   -0.024363 -0.000000 -0.000000
   4    1    0    0    1   -0.000000  0.045040  0.000000
   4    1    1    0    1    0.000000 -0.045040  0.000000
   4    2    0    0    1   -0.024363  0.000000  0.000000
   4    2    0    1    1    0.024363 -0.000000 -0.000000
   4    3    0    0    0    0.000000  0.000000 -0.000000
   4    3    0    1    0    0.000000 -0.000000  0.000000
   4    3    1    0    0   -0.000000  0.000000 -0.000000
   4    3    1    1    0   -0.000000 -0.000000  0.000000
   4    4    0    0   -1   -0.000000  0.000000  0.000000
   4    4    0    0    1    0.000000 -0.000000 -0.000000
   4    4   -1    0    0   -0.000000  0.000000 -0.000000
   4    4    0   -1    0    0.000000  0.000000  0.000000
   4    4    0    1    0   -0.000000 -0.000000 -0.000000
   4    4    1    0    0    0.000000 -0.000000  0.000000
   4    3    0    0   -1    0.000000 -0.000000 -0.000000
   4    3    0    0    1    0.000000 -0.000000  0.000000
   4    3    0    1   -1    0.000000  0.000000 -0.000000
   4    3    0    1    1    0.000000 -0.000000  0.000000
   4    3    1    0   -1   -0.000000  0.000000 -0.000000
   4    3    1    0    1   -0.000000 -0.000000  0.000000
   4    3    1    1   -1   -0.000000  0.000000 -0.000000
   4    3    1    1    1   -0.000000  0.000000  0.000000
   4    1    0   -1    0    0.004626 -0.002114  0.004822
   4    1    0    1    0   -0.004626 -0.002114 -0.004822
   4    1    1   -1    0    0.004626  0.002114 -0.004822
   4    1    1    1    0   -0.004626  0.002114  0.004822
   4    2   -1    0    0    0.002669 -0.017639 -0.003418
   4    2   -1    0    1   -0.002669  0.017639 -0.003418
   4    2   -1    1    0   -0.002669 -0.017639  0.003418
   4    2   -1    1    1    0.002669  0.017639  0.003418
   4    2    1    0    0    0.002669  0.017639  0.003418
   4    2    1    0    1   -0.002669 -0.017639  0.003418
   4    2    1    1    0   -0.002669  0.017639 -0.003418
   4    2    1    1    1    0.002669 -0.017639 -0.003418
   4    1    0   -1    1   -0.004626  0.002114  0.004822
   4    1    0    1    1    0.004626  0.002114 -0.004822
   4    1    1   -1    1   -0.004626 -0.002114 -0.004822
   4    1    1    1    1    0.004626 -0.002114  0.004822
   4    4   -1    0   -1   -0.000000  0.000000 -0.000000
   4    4   -1    0    1   -0.000000 -0.000000  0.000000
   4    4    0   -1   -1    0.000000  0.000000  0.000000
   4    4    0   -1    1    0.000000 -0.000000 -0.000000
   4    4    0    1   -1   -0.000000  0.000000  0.000000
   4    4    0    1    1   -0.000000 -0.000000 -0.000000
   4    4    1    0   -1    0.000000  0.000000 -0.000000
   4    4    1    0    1    0.000000 -0.000000  0.000000
   4    4   -1   -1    0    0.000000  0.000000  0.000000
   4    4   -1    1    0    0.000000  0.000000 -0.000000
   4    4    1   -1    0   -0.000000 -0.000000  0.000000
   4    4    1    1    0   -0.000000 -0.000000 -0.000000
   4    1    0    0   -1   -0.000000 -0.006256  0.000000
   4    1    1    0   -1    0.000000  0.006256  0.000000
   4    2    0    0   -1    0.005641  0.000000 -0.000000
   4    2    0    1   -1   -0.005641  0.000000 -0.000000
   4    1    0    0    2   -0.000000  0.006256 -0.000000
   4    1    1    0    2    0.000000 -0.006256 -0.000000
   4    2    0    0    2   -0.005641 -0.000000  0.000000
   4    2    0    1    2    0.005641 -0.000000  0.000000
   4    1   -1    0    0    0.000000 -0.013154 -0.000000
   4    1    2    0    0   -0.000000  0.013154 -0.000000
   4    2    0   -1    0    0.006455  0.000000  0.000000
   4    2    0    2    0   -0.006455 -0.000000 -0.000000
   4    1   -1    0    1    0.000000  0.013154  0.000000
   4    1    2    0    1   -0.000000 -0.013154  0.000000
   4    2    0   -1    1   -0.006455  0.000000  0.000000
   4    2    0    2    1    0.006455 -0.000000 -0.000000
   4    3   -1    0    0   -0.000000 -0.000000 -0.000000
   4    3   -1    1    0    0.000000 -0.000000  0.000000
   4    3    0   -1    0    0.000000 -0.000000  0.000000
   4    3    0    2    0    0.000000  0.000000 -0.000000
